source.ip,destination.ip,destination.port
192.168.2.153,10.0.0.119,3389
192.168.4.88,10.0.0.245,22
192.168.2.77,10.0.1.6,3306
192.168.2.44,10.0.1.93,3306
192.168.1.194,10.0.0.32,3389
192.168.1.194,10.0.0.25,1433
192.168.2.51,142.250.190.46,443
192.168.2.112,10.0.0.25,1433
192.168.4.238,10.0.0.1,22
192.168.2.237,10.0.1.146,3306
192.168.3.31,142.250.190.46,443
192.168.2.201,10.0.1.46,3306
192.168.1.194,10.0.0.151,3389
192.168.5.170,52.94.236.248,80
192.168.4.88,10.0.0.245,3389
192.168.2.112,10.0.0.25,22
192.168.2.110,52.94.236.248,53
192.168.2.218,10.0.1.235,3306
192.168.2.110,10.0.0.32,22
192.168.3.31,10.0.0.119,3389
192.168.5.82,199.232.69.194,443
192.168.2.153,151.101.193.69,443
192.168.2.50,10.0.1.233,3306
192.168.4.73,10.0.0.151,3389
192.168.2.131,10.0.1.226,3306
192.168.2.216,10.0.1.217,3306
192.168.3.68,10.0.0.245,80
192.168.1.194,10.0.0.27,22
192.168.4.238,10.0.0.149,3389
192.168.3.68,151.101.1.69,53
192.168.2.51,172.217.160.78,53
192.168.2.146,142.250.190.46,53
192.168.2.94,10.0.1.181,3306
192.168.1.111,10.0.0.245,3389
192.168.3.68,151.101.1.69,53
192.168.2.124,10.0.1.15,3306
192.168.5.229,10.0.0.149,3389
192.168.3.68,10.0.0.32,22
192.168.3.31,10.0.0.25,3389
192.168.2.153,10.0.0.149,22
192.168.2.110,10.0.0.119,22
192.168.5.252,10.0.0.119,22
192.168.3.31,10.0.0.27,22
192.168.2.110,23.185.0.2,1433
192.168.3.31,10.0.0.1,3389
192.168.2.51,10.0.0.25,3389
192.168.4.88,104.244.42.65,443
192.168.4.115,151.101.1.69,53
192.168.1.218,172.217.160.78,80
192.168.5.170,199.232.69.194,80
192.168.3.31,172.217.160.78,443
192.168.5.229,10.0.0.149,3389
192.168.4.115,10.0.0.27,22
192.168.3.246,10.0.0.27,22
192.168.1.194,199.232.69.194,53
192.168.4.238,10.0.0.151,3389
192.168.2.51,13.107.42.14,53
192.168.3.31,172.217.160.78,53
192.168.1.218,13.107.42.14,80
192.168.3.31,10.0.0.1,3389
192.168.1.114,151.101.1.69,80
192.168.2.112,10.0.0.32,3389
192.168.1.194,10.0.0.1,3389
192.168.2.153,10.0.0.149,22
192.168.4.238,151.101.1.69,443
192.168.5.170,13.107.42.14,443
192.168.5.252,10.0.0.27,3389
192.168.4.73,52.94.236.248,53
192.168.1.194,10.0.0.245,22
192.168.5.170,52.94.236.248,80
192.168.2.136,10.0.1.95,3306
192.168.5.170,10.0.0.17,3389
192.168.4.238,10.0.0.27,22
192.168.2.110,172.217.160.78,80
192.168.3.68,10.0.0.245,3389
192.168.4.238,199.232.69.194,21
192.168.3.246,172.217.160.78,80
192.168.3.68,31.13.72.36,80
192.168.4.88,10.0.0.25,3389
192.168.3.68,151.101.1.69,80
192.168.5.170,31.13.72.36,53
192.168.1.114,10.0.0.27,22
192.168.1.194,10.0.0.27,3389
192.168.5.252,151.101.193.69,80
192.168.2.110,151.101.193.69,443
192.168.4.238,13.107.42.14,443
192.168.4.238,10.0.0.32,3389
192.168.3.31,172.217.160.78,443
192.168.1.114,13.107.42.14,53
192.168.5.170,31.13.72.36,3306
192.168.4.88,10.0.0.27,23
192.168.5.82,199.232.69.194,80
192.168.1.194,10.0.0.151,22
192.168.3.68,31.13.72.36,53
192.168.3.31,31.13.72.36,25
192.168.1.194,104.244.42.65,53
192.168.3.246,151.101.193.69,53
192.168.4.73,13.107.42.14,53
192.168.1.218,10.0.0.119,443
192.168.1.218,13.107.42.14,443
192.168.4.73,10.0.0.25,3389
192.168.1.111,10.0.0.25,22
192.168.1.111,10.0.0.27,22
192.168.1.218,13.107.42.14,80
192.168.5.82,10.0.0.32,3306
192.168.2.153,142.250.190.46,443
192.168.5.252,10.0.0.1,3389
192.168.2.88,10.0.1.136,3306
192.168.5.252,10.0.0.32,22
192.168.2.153,151.101.1.69,443
192.168.2.178,10.0.1.36,3306
192.168.4.88,151.101.193.69,80
192.168.3.31,13.107.42.14,443
192.168.5.82,142.250.190.46,443
192.168.2.13,10.0.1.142,3306
192.168.5.252,151.101.193.69,3306
192.168.2.153,10.0.0.27,22
192.168.2.159,10.0.1.77,3306
192.168.4.238,10.0.0.1,3389
192.168.2.196,10.0.1.101,3306
192.168.2.110,13.107.42.14,53
192.168.3.31,151.101.193.69,443
192.168.2.128,10.0.1.69,3306
192.168.3.246,13.107.42.14,80
192.168.2.110,13.107.42.14,53
192.168.2.44,10.0.1.195,3306
192.168.2.112,172.217.160.78,80
192.168.2.146,10.0.0.245,443
192.168.5.82,23.185.0.2,3389
192.168.3.68,13.107.42.14,443
192.168.4.88,10.0.0.27,22
192.168.5.229,199.232.69.194,21
192.168.5.170,10.0.0.151,3389
192.168.5.170,104.244.42.65,53
192.168.4.115,10.0.0.151,3389
192.168.1.114,172.217.160.78,53
192.168.4.115,10.0.0.27,3389
192.168.4.88,10.0.0.17,3389
192.168.1.114,172.217.160.78,53
192.168.1.218,52.94.236.248,443
192.168.2.146,10.0.0.149,3389
192.168.1.111,151.101.1.69,80
192.168.2.82,10.0.1.38,3306
192.168.2.110,142.250.190.46,80
192.168.5.82,13.107.42.14,53
192.168.1.218,10.0.0.149,3389
192.168.5.82,172.217.160.78,80
192.168.3.68,10.0.0.1,22
192.168.3.31,10.0.0.119,80
192.168.3.246,151.101.1.69,53
192.168.3.68,172.217.160.78,80
192.168.4.73,23.185.0.2,53
192.168.3.246,10.0.0.149,22
192.168.5.82,151.101.193.69,53
192.168.2.35,10.0.1.233,3306
192.168.1.218,13.107.42.14,80
192.168.4.238,10.0.0.151,3389
192.168.3.246,10.0.0.32,443
192.168.2.6,10.0.1.50,3306
192.168.2.202,10.0.1.140,3306
192.168.2.163,10.0.1.14,3306
192.168.5.82,10.0.0.17,80
192.168.2.51,199.232.69.194,443
192.168.1.114,52.94.236.248,443
192.168.1.111,104.244.42.65,53
192.168.2.110,10.0.0.27,22
192.168.1.111,31.13.72.36,80
192.168.2.20,10.0.1.233,3306
192.168.3.31,10.0.0.245,22
192.168.1.111,151.101.1.69,53
192.168.1.114,104.244.42.65,80
192.168.4.238,10.0.0.25,3306
192.168.2.204,10.0.1.104,3306
192.168.4.115,151.101.1.69,53
192.168.2.112,52.94.236.248,443
192.168.2.15,10.0.1.116,3306
192.168.4.73,10.0.0.27,22
192.168.2.174,10.0.1.13,3306
192.168.2.146,10.0.0.27,3389
192.168.4.115,10.0.0.149,22
192.168.2.112,10.0.0.17,22
192.168.2.177,10.0.1.180,3306
192.168.2.110,31.13.72.36,80
192.168.3.246,10.0.0.119,22
192.168.2.110,31.13.72.36,53
192.168.5.252,10.0.0.25,22
192.168.3.246,142.250.190.46,443
192.168.2.92,10.0.1.196,3306
192.168.4.88,10.0.0.32,3389
192.168.2.146,10.0.0.245,3389
192.168.2.157,10.0.1.214,3306
192.168.2.112,10.0.0.27,123
192.168.1.218,23.185.0.2,53
192.168.2.240,10.0.1.148,3306
192.168.5.82,23.185.0.2,80
192.168.2.153,10.0.0.32,25
192.168.4.88,151.101.193.69,443
192.168.1.111,10.0.0.151,22
192.168.2.187,10.0.1.56,3306
192.168.4.73,23.185.0.2,80
192.168.2.51,151.101.193.69,443
192.168.2.153,52.94.236.248,80
192.168.2.112,151.101.1.69,443
192.168.3.246,10.0.0.25,21
192.168.3.246,10.0.0.245,25
192.168.1.114,10.0.0.151,22
192.168.3.246,10.0.0.25,123
192.168.5.82,10.0.0.25,22
192.168.5.82,31.13.72.36,53
192.168.2.51,199.232.69.194,53
192.168.2.110,10.0.0.17,3389
192.168.2.110,10.0.0.27,3389
192.168.5.82,10.0.0.1,22
192.168.2.153,199.232.69.194,443
192.168.2.112,10.0.0.25,22
192.168.1.111,23.185.0.2,80
192.168.1.111,31.13.72.36,443
192.168.5.170,151.101.1.69,443
192.168.2.167,10.0.1.232,3306
192.168.1.194,142.250.190.46,53
192.168.2.128,10.0.1.249,3306
192.168.2.11,10.0.1.180,3306
192.168.2.38,10.0.1.90,3306
192.168.1.194,199.232.69.194,80
192.168.4.88,151.101.1.69,443
192.168.5.82,10.0.0.32,3389
192.168.3.246,104.244.42.65,80
192.168.3.31,151.101.1.69,80
192.168.1.114,10.0.0.149,3389
192.168.5.252,10.0.0.1,21
192.168.2.146,23.185.0.2,443
192.168.1.218,31.13.72.36,80
192.168.5.170,199.232.69.194,53
192.168.1.194,52.94.236.248,80
192.168.2.110,104.244.42.65,123
192.168.2.185,10.0.1.170,3306
192.168.2.112,199.232.69.194,53
192.168.1.218,23.185.0.2,53
192.168.2.29,10.0.1.158,3306
192.168.2.230,10.0.1.165,3306
192.168.4.88,172.217.160.78,23
192.168.2.51,23.185.0.2,53
192.168.4.238,10.0.0.119,3389
192.168.4.238,10.0.0.17,3389
192.168.2.110,23.185.0.2,443
192.168.1.114,10.0.0.149,22
192.168.1.114,151.101.1.69,443
192.168.5.229,199.232.69.194,53
192.168.2.146,10.0.0.27,22
192.168.3.31,31.13.72.36,80
192.168.5.252,13.107.42.14,80
192.168.2.146,142.250.190.46,80
192.168.3.68,104.244.42.65,80
192.168.2.159,10.0.1.214,3306
192.168.2.51,10.0.0.17,22
192.168.2.153,10.0.0.25,22
192.168.2.110,31.13.72.36,53
192.168.1.114,52.94.236.248,443
192.168.4.88,23.185.0.2,123
192.168.2.146,172.217.160.78,80
192.168.2.99,10.0.1.3,3306
192.168.2.77,10.0.1.112,3306
192.168.3.246,23.185.0.2,443
192.168.4.238,10.0.0.32,22
192.168.5.229,151.101.1.69,53
192.168.5.229,151.101.193.69,80
192.168.4.238,142.250.190.46,22
192.168.1.218,104.244.42.65,53
192.168.3.246,10.0.0.27,3389
192.168.2.199,10.0.1.85,3306
192.168.2.112,151.101.1.69,22
192.168.1.114,142.250.190.46,443
192.168.3.68,142.250.190.46,53
192.168.4.73,10.0.0.151,22
192.168.1.111,10.0.0.1,3389
192.168.2.112,13.107.42.14,80
192.168.1.218,151.101.193.69,443
192.168.5.170,23.185.0.2,80
192.168.1.111,104.244.42.65,53
192.168.2.146,151.101.193.69,80
192.168.4.88,13.107.42.14,53
192.168.2.110,10.0.0.149,22
192.168.2.110,151.101.1.69,80
192.168.2.153,52.94.236.248,443
192.168.1.111,10.0.0.25,22
192.168.5.252,151.101.193.69,3306
192.168.3.31,10.0.0.27,22
192.168.5.82,10.0.0.149,3389
192.168.2.39,10.0.1.153,3306
192.168.4.88,10.0.0.119,3389
192.168.2.74,10.0.1.46,3306
192.168.2.149,10.0.1.238,3306
192.168.1.194,10.0.0.25,1433
192.168.2.112,52.94.236.248,80
192.168.3.246,104.244.42.65,53
192.168.1.114,23.185.0.2,80
192.168.2.51,104.244.42.65,53
192.168.2.51,104.244.42.65,443
192.168.4.88,172.217.160.78,1433
192.168.4.73,10.0.0.25,1433
192.168.2.112,13.107.42.14,443
192.168.2.110,151.101.193.69,80
192.168.4.238,151.101.193.69,53
192.168.1.111,10.0.0.149,22
192.168.4.238,142.250.190.46,123
192.168.3.246,23.185.0.2,443
192.168.4.73,10.0.0.245,22
192.168.5.229,104.244.42.65,80
192.168.1.194,10.0.0.1,22
192.168.5.252,10.0.0.119,3389
192.168.1.194,23.185.0.2,53
192.168.2.146,10.0.0.245,3389
192.168.1.111,151.101.1.69,80
192.168.2.110,52.94.236.248,80
192.168.2.98,10.0.1.196,3306
192.168.2.95,10.0.1.165,3306
192.168.2.17,10.0.1.86,3306
192.168.4.88,10.0.0.245,3389
192.168.3.68,10.0.0.17,22
192.168.2.37,10.0.1.94,3306
192.168.4.238,31.13.72.36,23
192.168.3.246,13.107.42.14,53
192.168.1.194,151.101.1.69,443
192.168.2.112,10.0.0.149,3389
192.168.2.112,142.250.190.46,443
192.168.2.49,10.0.1.133,3306
192.168.3.68,10.0.0.27,22
192.168.1.194,23.185.0.2,53
192.168.2.153,151.101.1.69,25
192.168.2.17,10.0.1.202,3306
192.168.3.246,199.232.69.194,80
192.168.1.114,10.0.0.27,3389
192.168.3.246,10.0.0.119,22
192.168.2.216,10.0.1.253,3306
192.168.4.238,10.0.0.17,22
192.168.4.73,52.94.236.248,80
192.168.4.115,10.0.0.32,22
192.168.4.73,10.0.0.151,22
192.168.2.153,23.185.0.2,443
192.168.5.170,10.0.0.245,25
192.168.2.134,10.0.1.16,3306
192.168.1.218,10.0.0.1,3389
192.168.4.238,151.101.1.69,80
192.168.2.51,10.0.0.25,3389
192.168.1.218,10.0.0.1,22
192.168.5.252,10.0.0.151,80
192.168.2.222,10.0.1.97,3306
192.168.5.170,10.0.0.27,22
192.168.2.51,10.0.0.119,22
192.168.5.252,104.244.42.65,53
192.168.2.166,10.0.1.254,3306
192.168.3.68,10.0.0.27,22
192.168.2.232,10.0.1.136,3306
192.168.1.114,199.232.69.194,443
192.168.3.68,10.0.0.25,22
192.168.5.170,151.101.1.69,80
192.168.3.68,31.13.72.36,53
192.168.3.31,10.0.0.32,22
192.168.3.68,172.217.160.78,53
192.168.3.68,10.0.0.1,22
192.168.4.115,13.107.42.14,22
192.168.2.148,10.0.1.191,3306
192.168.2.4,10.0.1.234,3306
192.168.5.252,10.0.0.149,22
192.168.1.111,10.0.0.1,53
192.168.1.111,10.0.0.17,22
192.168.2.110,13.107.42.14,443
192.168.1.218,52.94.236.248,443
192.168.1.218,10.0.0.27,123
192.168.2.51,10.0.0.32,3389
192.168.2.193,10.0.1.55,3306
192.168.5.82,142.250.190.46,25
192.168.5.229,52.94.236.248,53
192.168.1.218,13.107.42.14,53
192.168.5.229,151.101.1.69,80
192.168.2.153,142.250.190.46,443
192.168.5.252,151.101.193.69,443
192.168.3.31,10.0.0.119,22
192.168.2.163,10.0.1.142,3306
192.168.4.115,151.101.193.69,53
192.168.2.140,10.0.1.226,3306
192.168.1.218,10.0.0.27,53
192.168.5.252,10.0.0.27,3389
192.168.5.170,10.0.0.149,3389
192.168.4.238,23.185.0.2,80
192.168.3.31,151.101.193.69,53
192.168.5.252,10.0.0.1,22
192.168.1.218,151.101.193.69,3306
192.168.4.88,10.0.0.32,3389
192.168.4.238,10.0.0.25,3389
192.168.3.68,10.0.0.17,22
192.168.2.110,142.250.190.46,80
192.168.1.111,104.244.42.65,443
192.168.2.112,199.232.69.194,443
192.168.2.112,23.185.0.2,443
192.168.1.114,172.217.160.78,80
192.168.3.246,10.0.0.17,22
192.168.4.88,172.217.160.78,443
192.168.4.88,10.0.0.25,3389
192.168.2.153,142.250.190.46,443
192.168.2.167,10.0.1.61,3306
192.168.5.82,10.0.0.27,3389
192.168.3.246,31.13.72.36,53
192.168.4.88,151.101.193.69,53
192.168.4.73,10.0.0.119,22
192.168.5.170,142.250.190.46,53
192.168.3.31,13.107.42.14,21
192.168.5.229,10.0.0.245,3389
192.168.1.194,199.232.69.194,443
192.168.1.114,10.0.0.27,3389
192.168.2.112,10.0.0.25,3389
192.168.2.64,10.0.1.191,3306
192.168.2.112,31.13.72.36,53
192.168.2.112,10.0.0.119,22
192.168.3.246,31.13.72.36,53
192.168.2.51,199.232.69.194,53
192.168.3.246,199.232.69.194,80
192.168.5.82,10.0.0.245,22
192.168.2.208,10.0.1.18,3306
192.168.4.238,10.0.0.151,22
192.168.4.115,31.13.72.36,80
192.168.1.114,52.94.236.248,443
192.168.1.194,199.232.69.194,443
192.168.5.82,10.0.0.119,3389
192.168.4.238,10.0.0.151,22
192.168.3.68,23.185.0.2,25
192.168.2.51,10.0.0.17,3389
192.168.4.115,151.101.1.69,443
192.168.5.252,151.101.1.69,80
192.168.5.82,142.250.190.46,443
192.168.1.111,10.0.0.1,123
192.168.2.102,10.0.1.245,3306
192.168.4.238,10.0.0.27,22
192.168.4.73,31.13.72.36,443
192.168.3.31,199.232.69.194,80
192.168.3.68,31.13.72.36,443
192.168.5.170,151.101.1.69,53
192.168.5.229,10.0.0.151,3389
192.168.5.82,10.0.0.27,23
192.168.5.252,10.0.0.245,22
192.168.5.82,10.0.0.119,22
192.168.3.31,104.244.42.65,53
192.168.3.246,13.107.42.14,80
192.168.5.82,52.94.236.248,80
192.168.1.114,10.0.0.27,3389
192.168.2.51,52.94.236.248,443
192.168.4.73,31.13.72.36,443
192.168.2.137,10.0.1.170,3306
192.168.2.112,151.101.1.69,443
192.168.5.82,10.0.0.1,3389
192.168.2.112,151.101.1.69,443
192.168.3.68,10.0.0.27,22
192.168.4.88,10.0.0.27,3389
192.168.1.218,142.250.190.46,443
192.168.1.111,10.0.0.25,22
192.168.2.146,104.244.42.65,53
192.168.4.88,31.13.72.36,53
192.168.2.25,10.0.1.28,3306
192.168.3.246,151.101.193.69,53
192.168.5.170,10.0.0.245,3306
192.168.4.73,10.0.0.119,3389
192.168.3.246,172.217.160.78,53
192.168.2.11,10.0.1.29,3306
192.168.2.51,142.250.190.46,80
192.168.2.1,10.0.1.118,3306
192.168.3.31,10.0.0.1,22
192.168.4.115,31.13.72.36,443
192.168.2.1,10.0.1.106,3306
192.168.1.114,10.0.0.149,3389
192.168.4.238,172.217.160.78,80
192.168.2.153,151.101.193.69,443
192.168.4.73,10.0.0.1,22
192.168.3.246,10.0.0.27,3389
192.168.3.246,52.94.236.248,80
192.168.4.238,10.0.0.149,3389
192.168.1.114,10.0.0.27,3389
192.168.4.73,10.0.0.119,3389
192.168.1.194,104.244.42.65,80
192.168.4.238,10.0.0.119,123
192.168.1.194,104.244.42.65,80
192.168.3.68,10.0.0.119,22
192.168.2.26,10.0.1.129,3306
192.168.1.111,10.0.0.17,22
192.168.3.68,10.0.0.32,22
192.168.5.82,151.101.193.69,443
192.168.4.88,104.244.42.65,80
192.168.4.88,10.0.0.119,3389
192.168.4.238,31.13.72.36,53
192.168.4.115,10.0.0.25,3306
192.168.1.114,151.101.1.69,53
192.168.1.114,172.217.160.78,80
192.168.2.51,31.13.72.36,80
192.168.2.212,10.0.1.125,3306
192.168.2.153,10.0.0.27,22
192.168.1.218,31.13.72.36,161
192.168.2.110,151.101.1.69,443
192.168.1.111,10.0.0.17,22
192.168.2.174,10.0.1.27,3306
192.168.4.115,151.101.193.69,53
192.168.2.146,52.94.236.248,443
192.168.1.194,10.0.0.1,3389
192.168.1.194,10.0.0.149,22
192.168.3.31,10.0.0.27,22
192.168.4.73,31.13.72.36,443
192.168.2.146,10.0.0.17,22
192.168.3.31,199.232.69.194,53
192.168.4.73,172.217.160.78,443
192.168.3.31,10.0.0.25,3306
192.168.2.72,10.0.1.184,3306
192.168.2.153,10.0.0.245,22
192.168.4.238,142.250.190.46,80
192.168.3.31,10.0.0.119,161
192.168.2.233,10.0.1.182,3306
192.168.2.153,10.0.0.245,3389
192.168.3.68,10.0.0.25,3389
192.168.4.115,10.0.0.1,3389
192.168.4.115,104.244.42.65,80
192.168.2.146,10.0.0.151,25
192.168.2.146,10.0.0.32,3389
192.168.5.252,10.0.0.27,22
192.168.3.31,23.185.0.2,443
192.168.1.114,151.101.1.69,80
192.168.2.112,172.217.160.78,53
192.168.4.88,23.185.0.2,443
192.168.2.153,10.0.0.17,161
192.168.2.146,10.0.0.151,3389
192.168.1.111,23.185.0.2,80
192.168.2.128,10.0.1.132,3306
192.168.4.115,151.101.1.69,123
192.168.2.112,13.107.42.14,80
192.168.1.111,52.94.236.248,443
192.168.4.115,199.232.69.194,53
192.168.2.51,10.0.0.27,3389
192.168.2.193,10.0.1.86,3306
192.168.2.112,52.94.236.248,53
192.168.4.88,104.244.42.65,53
192.168.5.170,104.244.42.65,53
192.168.5.170,104.244.42.65,80
192.168.2.112,10.0.0.17,3389
192.168.3.68,142.250.190.46,80
192.168.4.88,199.232.69.194,53
192.168.2.182,10.0.1.105,3306
192.168.2.110,10.0.0.25,3389
192.168.4.73,172.217.160.78,443
192.168.2.146,10.0.0.27,22
192.168.2.146,52.94.236.248,80
192.168.4.115,142.250.190.46,443
192.168.2.112,172.217.160.78,443
192.168.3.31,10.0.0.27,25
192.168.5.252,172.217.160.78,53
192.168.5.82,10.0.0.17,123
192.168.5.229,172.217.160.78,80
192.168.4.88,142.250.190.46,443
192.168.2.146,172.217.160.78,53
192.168.3.246,13.107.42.14,80
192.168.1.218,10.0.0.27,3389
192.168.2.146,172.217.160.78,443
192.168.2.21,10.0.1.109,3306
192.168.2.110,199.232.69.194,443
192.168.4.238,10.0.0.151,22
192.168.2.146,10.0.0.1,53
192.168.2.112,151.101.193.69,80
192.168.5.229,13.107.42.14,443
192.168.3.246,10.0.0.27,22
192.168.1.218,10.0.0.151,3389
192.168.5.229,13.107.42.14,443
192.168.3.31,10.0.0.27,22
192.168.2.100,10.0.1.30,3306
192.168.1.218,151.101.193.69,53
192.168.4.238,172.217.160.78,80
192.168.5.229,151.101.1.69,443
192.168.2.112,52.94.236.248,1433
192.168.4.238,13.107.42.14,80
192.168.2.51,23.185.0.2,443
192.168.1.114,10.0.0.27,3389
192.168.4.115,31.13.72.36,443
192.168.3.68,10.0.0.27,3389
192.168.2.110,13.107.42.14,443
192.168.5.170,10.0.0.1,3389
192.168.2.239,10.0.1.43,3306
192.168.5.170,10.0.0.17,22
192.168.3.68,10.0.0.245,1433
192.168.2.146,142.250.190.46,53
192.168.5.170,10.0.0.17,3389
192.168.2.165,10.0.1.120,3306
192.168.2.112,10.0.0.149,22
192.168.2.146,10.0.0.27,22
192.168.4.238,172.217.160.78,443
192.168.4.238,142.250.190.46,161
192.168.3.68,10.0.0.27,123
192.168.5.82,172.217.160.78,53
192.168.2.51,10.0.0.245,22
192.168.1.218,172.217.160.78,53
192.168.4.73,10.0.0.149,3389
192.168.2.153,151.101.193.69,443
192.168.2.153,142.250.190.46,80
192.168.4.238,10.0.0.1,22
192.168.3.246,31.13.72.36,53
192.168.1.114,10.0.0.17,22
192.168.3.68,10.0.0.245,22
192.168.4.238,151.101.1.69,53
192.168.4.115,10.0.0.17,22
192.168.1.111,10.0.0.27,3389
192.168.4.73,199.232.69.194,443
192.168.1.218,52.94.236.248,53
192.168.5.170,10.0.0.151,3389
192.168.4.115,23.185.0.2,443
192.168.4.115,10.0.0.119,123
192.168.1.218,104.244.42.65,80
192.168.1.218,10.0.0.1,53
192.168.2.153,10.0.0.27,22
192.168.2.110,10.0.0.27,22
192.168.1.114,13.107.42.14,443
192.168.3.246,10.0.0.27,22
192.168.3.31,151.101.1.69,80
192.168.4.238,10.0.0.25,22
192.168.1.218,10.0.0.32,22
192.168.5.170,10.0.0.25,3389
192.168.3.31,23.185.0.2,80
192.168.2.153,151.101.1.69,3306
192.168.4.88,151.101.193.69,443
192.168.3.31,10.0.0.149,3389
192.168.4.115,10.0.0.1,22
192.168.2.234,10.0.1.200,3306
192.168.2.127,10.0.1.254,3306
192.168.2.69,10.0.1.68,3306
192.168.5.229,10.0.0.119,3389
192.168.3.31,10.0.0.17,22
192.168.2.153,10.0.0.245,22
192.168.2.110,10.0.0.27,3389
192.168.3.31,151.101.1.69,23
192.168.5.229,10.0.0.151,22
192.168.4.115,10.0.0.151,22
192.168.2.153,23.185.0.2,443
192.168.2.209,10.0.1.67,3306
192.168.4.88,10.0.0.245,3389
192.168.4.73,142.250.190.46,80
192.168.4.238,151.101.193.69,443
192.168.4.73,104.244.42.65,53
192.168.1.111,13.107.42.14,443
192.168.2.79,10.0.1.163,3306
192.168.3.31,104.244.42.65,443
192.168.1.194,10.0.0.119,3389
192.168.5.252,199.232.69.194,443
192.168.5.252,10.0.0.17,3389
192.168.3.31,10.0.0.32,3389
192.168.4.238,104.244.42.65,443
192.168.4.88,10.0.0.27,22
192.168.3.31,151.101.1.69,80
192.168.2.152,10.0.1.179,3306
192.168.2.110,172.217.160.78,80
192.168.2.153,10.0.0.17,3389
192.168.5.252,52.94.236.248,443
192.168.3.31,142.250.190.46,443
192.168.2.45,10.0.1.220,3306
192.168.2.77,10.0.1.6,3306
192.168.3.68,151.101.1.69,53
192.168.3.31,104.244.42.65,80
192.168.2.88,10.0.1.159,3306
192.168.3.68,10.0.0.32,22
192.168.2.200,10.0.1.93,3306
192.168.5.170,10.0.0.27,3389
192.168.1.194,10.0.0.119,22
192.168.4.238,151.101.1.69,53
192.168.1.194,10.0.0.151,3389
192.168.3.31,10.0.0.149,22
192.168.2.235,10.0.1.229,3306
192.168.5.170,10.0.0.27,22
192.168.1.218,151.101.1.69,80
192.168.5.82,23.185.0.2,80
192.168.2.153,10.0.0.27,22
192.168.3.31,142.250.190.46,80
192.168.5.229,10.0.0.17,3389
192.168.3.31,10.0.0.151,22
192.168.2.51,10.0.0.1,22
192.168.1.218,151.101.1.69,443
192.168.1.114,10.0.0.245,22
192.168.2.51,151.101.1.69,53
192.168.5.82,199.232.69.194,443
192.168.2.51,142.250.190.46,53
192.168.4.238,151.101.193.69,25
192.168.2.71,10.0.1.190,3306
192.168.5.229,104.244.42.65,443
192.168.1.194,10.0.0.17,25
192.168.1.114,10.0.0.27,3306
192.168.2.51,10.0.0.27,22
192.168.2.112,10.0.0.151,22
192.168.5.252,10.0.0.25,22
192.168.2.146,172.217.160.78,80
192.168.4.88,10.0.0.245,22
192.168.4.115,31.13.72.36,443
192.168.2.110,172.217.160.78,80
192.168.1.114,151.101.1.69,443
192.168.3.31,10.0.0.27,3389
192.168.2.37,10.0.1.9,3306
192.168.5.252,172.217.160.78,443
192.168.1.114,31.13.72.36,443
192.168.5.229,10.0.0.151,3389
192.168.2.105,10.0.1.42,3306
192.168.4.238,10.0.0.1,22
192.168.2.112,52.94.236.248,80
192.168.1.218,10.0.0.151,22
192.168.1.111,10.0.0.119,3389
192.168.1.194,142.250.190.46,80
192.168.5.229,10.0.0.27,22
192.168.2.110,10.0.0.32,22
192.168.5.252,10.0.0.151,3389
192.168.2.103,10.0.1.119,3306
192.168.4.88,23.185.0.2,1433
192.168.1.194,172.217.160.78,80
192.168.4.115,10.0.0.119,22
192.168.2.93,10.0.1.91,3306
192.168.5.82,52.94.236.248,443
192.168.4.73,10.0.0.149,123
192.168.4.88,10.0.0.119,22
192.168.4.115,10.0.0.32,22
192.168.2.110,13.107.42.14,80
192.168.5.170,172.217.160.78,80
192.168.2.51,13.107.42.14,443
192.168.1.218,10.0.0.149,80
192.168.1.111,10.0.0.1,22
192.168.5.82,13.107.42.14,161
192.168.4.238,10.0.0.149,22
192.168.5.229,23.185.0.2,80
192.168.3.68,31.13.72.36,1433
192.168.3.31,10.0.0.32,3389
192.168.1.194,10.0.0.32,22
192.168.2.135,10.0.1.1,3306
192.168.5.170,52.94.236.248,53
192.168.2.38,10.0.1.249,3306
192.168.2.112,10.0.0.245,3389
192.168.1.114,10.0.0.17,3389
192.168.4.115,104.244.42.65,80
192.168.4.73,10.0.0.17,3389
192.168.3.68,151.101.1.69,53
192.168.2.112,23.185.0.2,53
192.168.2.199,10.0.1.2,3306
192.168.2.153,31.13.72.36,443
192.168.1.111,10.0.0.27,22
192.168.2.110,142.250.190.46,80
192.168.4.73,142.250.190.46,80
192.168.4.73,172.217.160.78,80
192.168.4.115,13.107.42.14,443
192.168.2.203,10.0.1.175,3306
192.168.2.233,10.0.1.71,3306
192.168.2.153,52.94.236.248,3306
192.168.2.153,151.101.193.69,80
192.168.2.172,10.0.1.9,3306
192.168.2.113,10.0.1.10,3306
192.168.3.31,10.0.0.149,3389
192.168.4.238,10.0.0.119,22
192.168.4.115,151.101.193.69,80
192.168.2.175,10.0.1.49,3306
192.168.3.246,10.0.0.27,443
192.168.2.11,10.0.1.179,3306
192.168.1.194,10.0.0.17,3389
192.168.2.146,23.185.0.2,53
192.168.5.229,10.0.0.17,22
192.168.1.194,52.94.236.248,53
192.168.2.110,172.217.160.78,443
192.168.2.183,10.0.1.165,3306
192.168.2.153,23.185.0.2,80
192.168.3.68,172.217.160.78,53
