timestamp,source.ip,host.collector,destination.port,destination.ip,observer.egress.zone,observer.ingress.zone,rule.name
2025-04-06T04:42:22Z,192.168.3.246,fw-collector-02,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T04:42:45Z,192.168.4.73,fw-collector-02,22,199.232.69.194,database,internal,allow-any-any
2025-04-06T04:43:43Z,192.168.5.252,fw-collector-01,53,10.0.0.27,external,database,allow-any-any
2025-04-06T04:44:28Z,192.168.2.146,fw-collector-01,443,52.94.236.248,external,internal,allow-web-https
2025-04-06T04:47:36Z,192.168.5.170,fw-collector-02,443,104.244.42.65,external,internal,allow-web-https
2025-04-06T04:48:24Z,192.168.2.240,fw-collector-01,3306,10.0.1.215,database,application,allow-database-access
2025-04-06T04:48:32Z,192.168.2.110,fw-collector-01,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-06T04:48:33Z,192.168.2.82,fw-collector-01,3306,10.0.1.69,database,application,allow-database-access
2025-04-06T04:49:25Z,192.168.2.193,fw-collector-03,3306,10.0.1.205,database,application,allow-database-access
2025-04-06T04:50:03Z,192.168.2.110,fw-collector-03,53,172.217.160.78,database,dmz,allow-any-any
2025-04-06T04:51:09Z,192.168.2.35,fw-collector-01,3306,10.0.1.166,database,application,allow-database-access
2025-04-06T04:51:48Z,192.168.2.146,fw-collector-01,161,52.94.236.248,internal,application,allow-any-any
2025-04-06T04:52:05Z,192.168.3.246,fw-collector-01,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T04:52:30Z,192.168.1.114,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-06T04:53:18Z,192.168.5.252,fw-collector-03,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-06T04:54:44Z,192.168.2.62,fw-collector-01,3306,10.0.1.111,database,application,allow-database-access
2025-04-06T04:54:45Z,192.168.1.114,fw-collector-01,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-06T04:59:18Z,192.168.3.68,fw-collector-01,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T04:59:32Z,192.168.4.115,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-06T04:59:46Z,192.168.1.218,fw-collector-01,53,151.101.193.69,external,internal,allow-dns
2025-04-06T04:59:51Z,192.168.4.238,fw-collector-02,22,199.232.69.194,dmz,external,allow-any-any
2025-04-06T05:00:04Z,192.168.3.68,fw-collector-02,443,13.107.42.14,external,internal,allow-web-https
2025-04-06T05:02:28Z,192.168.1.194,fw-collector-03,1433,199.232.69.194,database,dmz,allow-any-any
2025-04-06T05:02:46Z,192.168.2.51,fw-collector-03,80,52.94.236.248,external,internal,allow-web-http
2025-04-06T05:02:48Z,192.168.5.252,fw-collector-03,80,10.0.0.32,external,database,allow-any-any
2025-04-06T05:03:11Z,192.168.3.246,fw-collector-02,80,31.13.72.36,external,internal,allow-web-http
2025-04-06T05:03:38Z,192.168.1.111,fw-collector-03,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-06T05:06:35Z,192.168.1.194,fw-collector-02,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T05:06:44Z,192.168.5.252,fw-collector-01,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-06T05:06:48Z,192.168.3.246,fw-collector-03,53,13.107.42.14,external,internal,allow-dns
2025-04-06T05:07:57Z,192.168.1.111,fw-collector-03,53,52.94.236.248,external,internal,allow-dns
2025-04-06T05:09:02Z,192.168.2.51,fw-collector-02,80,52.94.236.248,external,internal,allow-web-http
2025-04-06T05:10:24Z,192.168.4.115,fw-collector-03,80,52.94.236.248,external,internal,allow-web-http
2025-04-06T05:11:16Z,192.168.4.88,fw-collector-01,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T05:11:41Z,192.168.2.112,fw-collector-01,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-06T05:12:46Z,192.168.2.146,fw-collector-02,443,23.185.0.2,external,internal,allow-web-https
2025-04-06T05:12:48Z,192.168.3.68,fw-collector-02,80,199.232.69.194,external,internal,allow-web-http
2025-04-06T05:13:35Z,192.168.5.82,fw-collector-01,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-06T05:13:47Z,192.168.2.146,fw-collector-01,80,172.217.160.78,external,internal,allow-web-http
2025-04-06T05:14:38Z,192.168.5.170,fw-collector-03,53,13.107.42.14,external,internal,allow-dns
2025-04-06T05:14:46Z,192.168.2.51,fw-collector-03,3306,10.0.1.141,database,application,allow-database-access
2025-04-06T05:14:49Z,192.168.2.153,fw-collector-02,80,13.107.42.14,external,internal,allow-web-http
2025-04-06T05:17:03Z,192.168.3.31,fw-collector-01,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-06T05:18:10Z,192.168.5.252,fw-collector-03,80,23.185.0.2,external,internal,allow-web-http
2025-04-06T05:18:35Z,192.168.1.114,fw-collector-02,80,142.250.190.46,external,internal,allow-web-http
2025-04-06T05:19:20Z,192.168.5.229,fw-collector-02,3389,13.107.42.14,database,application,allow-any-any
2025-04-06T05:19:42Z,192.168.5.252,fw-collector-03,443,151.101.1.69,external,internal,allow-web-https
2025-04-06T05:20:14Z,192.168.4.238,fw-collector-03,22,10.0.0.25,dmz,internal,allow-ssh
2025-04-06T05:23:46Z,192.168.5.82,fw-collector-03,443,13.107.42.14,external,internal,allow-web-https
2025-04-06T05:23:51Z,192.168.2.112,fw-collector-03,3306,172.217.160.78,internal,database,allow-any-any
2025-04-06T05:25:27Z,192.168.1.194,fw-collector-03,80,31.13.72.36,external,internal,allow-web-http
2025-04-06T05:25:50Z,192.168.2.51,fw-collector-01,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T05:25:55Z,192.168.5.252,fw-collector-01,443,31.13.72.36,external,internal,allow-web-https
2025-04-06T05:26:56Z,192.168.4.238,fw-collector-01,443,31.13.72.36,application,database,allow-any-any
2025-04-06T05:27:23Z,192.168.4.238,fw-collector-01,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-06T05:27:48Z,192.168.4.115,fw-collector-03,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T05:30:41Z,192.168.3.31,fw-collector-02,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T05:34:48Z,192.168.1.114,fw-collector-02,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-06T05:37:51Z,192.168.2.211,fw-collector-02,3306,10.0.1.204,database,application,allow-database-access
2025-04-06T05:38:53Z,192.168.2.110,fw-collector-02,80,142.250.190.46,external,internal,allow-web-http
2025-04-06T05:42:17Z,192.168.5.252,fw-collector-01,22,10.0.0.245,dmz,internal,allow-ssh
2025-04-06T05:43:16Z,192.168.2.100,fw-collector-01,3306,10.0.1.2,database,application,allow-database-access
2025-04-06T05:43:36Z,192.168.2.51,fw-collector-01,22,10.0.0.27,dmz,internal,allow-any-any
2025-04-06T05:45:25Z,192.168.5.229,fw-collector-02,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T05:45:42Z,192.168.2.110,fw-collector-01,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T05:46:45Z,192.168.3.246,fw-collector-02,53,23.185.0.2,external,internal,allow-dns
2025-04-06T05:48:27Z,192.168.3.31,fw-collector-02,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T05:48:30Z,192.168.2.95,fw-collector-01,3306,10.0.1.104,database,application,allow-database-access
2025-04-06T05:51:25Z,192.168.2.110,fw-collector-01,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T05:52:47Z,192.168.4.115,fw-collector-03,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T05:52:54Z,192.168.2.146,fw-collector-03,53,151.101.1.69,external,internal,allow-dns
2025-04-06T05:53:04Z,192.168.1.218,fw-collector-02,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T05:53:22Z,192.168.4.73,fw-collector-01,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-06T05:53:37Z,192.168.2.110,fw-collector-03,443,104.244.42.65,external,internal,allow-web-https
2025-04-06T05:54:24Z,192.168.3.68,fw-collector-03,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T05:57:39Z,192.168.4.115,fw-collector-02,53,52.94.236.248,external,internal,allow-dns
2025-04-06T05:58:20Z,192.168.2.246,fw-collector-02,3306,10.0.1.194,database,application,allow-database-access
2025-04-06T05:58:35Z,192.168.3.68,fw-collector-03,22,172.217.160.78,internal,application,allow-any-any
2025-04-06T05:59:42Z,192.168.2.146,fw-collector-03,443,199.232.69.194,external,internal,allow-web-https
2025-04-06T06:00:23Z,192.168.3.31,fw-collector-02,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-06T06:00:25Z,192.168.2.83,fw-collector-01,3306,10.0.1.140,database,application,allow-database-access
2025-04-06T06:01:08Z,192.168.1.111,fw-collector-02,80,172.217.160.78,external,internal,allow-web-http
2025-04-06T06:01:11Z,192.168.5.252,fw-collector-02,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-06T06:02:50Z,192.168.2.51,fw-collector-03,3389,151.101.1.69,dmz,internal,allow-any-any
2025-04-06T06:02:52Z,192.168.4.73,fw-collector-03,3306,10.0.0.32,internal,application,allow-any-any
2025-04-06T06:04:48Z,192.168.2.153,fw-collector-02,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-06T06:09:55Z,192.168.1.111,fw-collector-01,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T06:11:00Z,192.168.2.27,fw-collector-02,3306,10.0.1.80,database,application,allow-database-access
2025-04-06T06:11:33Z,192.168.2.146,fw-collector-01,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T06:12:06Z,192.168.4.238,fw-collector-02,443,13.107.42.14,external,internal,allow-web-https
2025-04-06T06:12:16Z,192.168.2.135,fw-collector-02,3306,10.0.1.112,database,application,allow-database-access
2025-04-06T06:13:44Z,192.168.3.31,fw-collector-02,3306,31.13.72.36,internal,external,allow-any-any
2025-04-06T06:15:54Z,192.168.2.153,fw-collector-03,53,151.101.1.69,external,internal,allow-dns
2025-04-06T06:16:16Z,192.168.1.218,fw-collector-02,80,23.185.0.2,external,internal,allow-web-http
2025-04-06T06:17:23Z,192.168.2.153,fw-collector-03,53,142.250.190.46,external,internal,allow-dns
2025-04-06T06:18:04Z,192.168.1.111,fw-collector-01,80,104.244.42.65,external,internal,allow-web-http
2025-04-06T06:18:20Z,192.168.2.111,fw-collector-02,3306,10.0.1.172,database,application,allow-database-access
2025-04-06T06:19:34Z,192.168.1.114,fw-collector-02,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-06T06:21:36Z,192.168.1.218,fw-collector-02,53,151.101.1.69,external,internal,allow-dns
2025-04-06T06:21:45Z,192.168.4.73,fw-collector-02,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-06T06:21:59Z,192.168.3.68,fw-collector-02,443,151.101.1.69,external,internal,allow-web-https
2025-04-06T06:22:16Z,192.168.2.51,fw-collector-02,53,13.107.42.14,external,internal,allow-dns
2025-04-06T06:22:36Z,192.168.2.146,fw-collector-02,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T06:22:42Z,192.168.1.114,fw-collector-03,80,199.232.69.194,external,internal,allow-web-http
2025-04-06T06:23:35Z,192.168.5.252,fw-collector-01,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-06T06:23:51Z,192.168.5.170,fw-collector-02,443,31.13.72.36,external,internal,allow-web-https
2025-04-06T06:24:28Z,192.168.4.115,fw-collector-03,23,10.0.0.119,dmz,database,allow-any-any
2025-04-06T06:24:29Z,192.168.2.146,fw-collector-03,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T06:25:05Z,192.168.4.115,fw-collector-02,3389,10.0.0.25,dmz,internal,allow-rdp
2025-04-06T06:25:06Z,192.168.5.252,fw-collector-03,3389,10.0.0.1,dmz,database,allow-any-any
2025-04-06T06:26:47Z,192.168.5.82,fw-collector-02,3389,10.0.0.245,dmz,internal,allow-rdp
2025-04-06T06:30:47Z,192.168.2.51,fw-collector-01,53,52.94.236.248,external,internal,allow-dns
2025-04-06T06:30:47Z,192.168.3.31,fw-collector-02,80,142.250.190.46,external,internal,allow-web-http
2025-04-06T06:31:59Z,192.168.1.194,fw-collector-01,80,13.107.42.14,external,internal,allow-web-http
2025-04-06T06:32:34Z,192.168.5.252,fw-collector-03,53,23.185.0.2,external,internal,allow-dns
2025-04-06T06:32:59Z,192.168.2.112,fw-collector-02,21,10.0.0.25,application,internal,allow-any-any
2025-04-06T06:33:53Z,192.168.4.238,fw-collector-03,22,10.0.0.245,dmz,internal,allow-ssh
2025-04-06T06:35:34Z,192.168.1.194,fw-collector-02,3389,10.0.0.149,dmz,internal,allow-rdp
2025-04-06T06:36:23Z,192.168.5.252,fw-collector-02,1433,142.250.190.46,external,dmz,allow-any-any
2025-04-06T06:37:12Z,192.168.4.115,fw-collector-03,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-06T06:37:43Z,192.168.1.114,fw-collector-03,53,142.250.190.46,external,internal,allow-dns
2025-04-06T06:40:13Z,192.168.4.115,fw-collector-01,53,151.101.1.69,external,internal,allow-dns
2025-04-06T06:40:24Z,192.168.4.115,fw-collector-03,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-06T06:40:45Z,192.168.5.170,fw-collector-02,3389,10.0.0.245,dmz,internal,allow-rdp
2025-04-06T06:43:04Z,192.168.1.194,fw-collector-02,443,151.101.193.69,external,internal,allow-web-https
2025-04-06T06:43:14Z,192.168.4.73,fw-collector-01,22,10.0.0.151,dmz,internal,allow-ssh
2025-04-06T06:44:10Z,192.168.4.115,fw-collector-01,80,172.217.160.78,external,internal,allow-web-http
2025-04-06T06:44:46Z,192.168.2.204,fw-collector-01,3306,10.0.1.224,database,application,allow-database-access
2025-04-06T06:47:10Z,192.168.2.51,fw-collector-03,80,31.13.72.36,external,internal,allow-web-http
2025-04-06T06:47:34Z,192.168.2.79,fw-collector-02,3306,10.0.1.214,database,application,allow-database-access
2025-04-06T06:49:25Z,192.168.4.238,fw-collector-03,443,151.101.193.69,external,internal,allow-web-https
2025-04-06T06:50:52Z,192.168.1.111,fw-collector-02,53,10.0.0.1,internal,database,allow-any-any
2025-04-06T06:51:44Z,192.168.4.115,fw-collector-02,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T06:53:46Z,192.168.2.238,fw-collector-03,3306,10.0.1.105,database,application,allow-database-access
2025-04-06T06:55:21Z,192.168.1.194,fw-collector-02,443,172.217.160.78,external,internal,allow-web-https
2025-04-06T06:56:56Z,192.168.2.156,fw-collector-01,3306,10.0.1.42,database,application,allow-database-access
2025-04-06T06:57:18Z,192.168.2.112,fw-collector-02,1433,10.0.0.245,internal,external,allow-any-any
2025-04-06T06:58:49Z,192.168.2.110,fw-collector-01,22,10.0.0.17,dmz,internal,allow-ssh
2025-04-06T06:59:51Z,192.168.2.126,fw-collector-02,3306,10.0.1.66,database,application,allow-database-access
2025-04-06T07:00:23Z,192.168.4.73,fw-collector-02,53,142.250.190.46,external,internal,allow-dns
2025-04-06T07:00:23Z,192.168.1.114,fw-collector-01,3389,10.0.0.17,dmz,internal,allow-rdp
2025-04-06T07:00:56Z,192.168.1.194,fw-collector-01,3389,10.0.0.245,dmz,internal,allow-rdp
2025-04-06T07:01:24Z,192.168.3.246,fw-collector-02,123,10.0.0.151,application,external,allow-any-any
2025-04-06T07:02:24Z,192.168.3.68,fw-collector-02,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-06T07:03:05Z,192.168.1.218,fw-collector-01,21,52.94.236.248,external,database,allow-any-any
2025-04-06T07:03:06Z,192.168.1.111,fw-collector-03,443,151.101.1.69,external,internal,allow-web-https
2025-04-06T07:04:10Z,192.168.1.114,fw-collector-03,53,151.101.1.69,external,internal,allow-dns
2025-04-06T07:05:31Z,192.168.2.146,fw-collector-01,53,104.244.42.65,external,internal,allow-dns
2025-04-06T07:06:00Z,192.168.1.194,fw-collector-01,3389,10.0.0.32,dmz,internal,allow-rdp
2025-04-06T07:06:57Z,192.168.2.111,fw-collector-01,3306,10.0.1.141,database,application,allow-database-access
2025-04-06T07:08:07Z,192.168.3.68,fw-collector-03,3389,10.0.0.245,dmz,internal,allow-rdp
2025-04-06T07:09:14Z,192.168.2.112,fw-collector-02,80,104.244.42.65,external,internal,allow-web-http
2025-04-06T07:09:47Z,192.168.2.187,fw-collector-03,3306,10.0.1.202,database,application,allow-database-access
2025-04-06T07:10:10Z,192.168.2.142,fw-collector-01,3306,10.0.1.72,database,application,allow-database-access
2025-04-06T07:11:19Z,192.168.4.238,fw-collector-03,80,142.250.190.46,external,internal,allow-web-http
2025-04-06T07:13:46Z,192.168.2.216,fw-collector-03,3306,10.0.1.147,database,application,allow-database-access
2025-04-06T07:14:45Z,192.168.1.114,fw-collector-02,53,10.0.0.149,external,internal,allow-any-any
2025-04-06T07:15:13Z,192.168.2.111,fw-collector-01,3306,10.0.1.184,database,application,allow-database-access
2025-04-06T07:16:31Z,192.168.5.252,fw-collector-03,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T07:16:44Z,192.168.2.51,fw-collector-01,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T07:18:40Z,192.168.1.111,fw-collector-02,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T07:19:54Z,192.168.2.146,fw-collector-02,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T07:20:08Z,192.168.5.252,fw-collector-01,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-06T07:20:12Z,192.168.4.238,fw-collector-01,443,199.232.69.194,external,internal,allow-web-https
2025-04-06T07:22:32Z,192.168.4.115,fw-collector-03,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-06T07:24:15Z,192.168.1.114,fw-collector-03,53,151.101.1.69,external,internal,allow-dns
2025-04-06T07:27:31Z,192.168.2.110,fw-collector-03,3389,10.0.0.119,dmz,internal,allow-rdp
2025-04-06T07:27:31Z,192.168.1.114,fw-collector-03,25,10.0.0.32,application,internal,allow-any-any
2025-04-06T07:29:03Z,192.168.2.112,fw-collector-01,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T07:29:43Z,192.168.1.194,fw-collector-03,3306,23.185.0.2,dmz,external,allow-any-any
2025-04-06T07:29:51Z,192.168.2.110,fw-collector-03,80,10.0.0.17,application,external,allow-any-any
2025-04-06T07:32:36Z,192.168.1.218,fw-collector-01,80,52.94.236.248,external,internal,allow-web-http
2025-04-06T07:34:18Z,192.168.2.6,fw-collector-03,3306,10.0.1.224,database,application,allow-database-access
2025-04-06T07:35:45Z,192.168.1.218,fw-collector-01,23,10.0.0.1,internal,external,allow-any-any
2025-04-06T07:36:58Z,192.168.3.31,fw-collector-01,22,10.0.0.151,dmz,internal,allow-ssh
2025-04-06T07:38:18Z,192.168.1.194,fw-collector-03,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T07:38:39Z,192.168.4.73,fw-collector-03,53,199.232.69.194,external,internal,allow-dns
2025-04-06T07:38:59Z,192.168.2.92,fw-collector-01,3306,10.0.1.117,database,application,allow-database-access
2025-04-06T07:39:04Z,192.168.4.238,fw-collector-01,80,31.13.72.36,external,internal,allow-web-http
2025-04-06T07:39:09Z,192.168.2.110,fw-collector-03,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T07:39:30Z,192.168.5.170,fw-collector-02,80,52.94.236.248,external,internal,allow-web-http
2025-04-06T07:41:07Z,192.168.1.114,fw-collector-02,53,52.94.236.248,external,internal,allow-dns
2025-04-06T07:42:19Z,192.168.2.172,fw-collector-03,3306,10.0.1.245,database,application,allow-database-access
2025-04-06T07:42:20Z,192.168.2.146,fw-collector-02,53,199.232.69.194,external,internal,allow-dns
2025-04-06T07:43:56Z,192.168.4.238,fw-collector-02,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-06T07:46:04Z,192.168.5.229,fw-collector-03,443,104.244.42.65,external,internal,allow-web-https
2025-04-06T07:47:06Z,192.168.2.168,fw-collector-02,3306,10.0.1.137,database,application,allow-database-access
2025-04-06T07:49:22Z,192.168.2.146,fw-collector-02,80,31.13.72.36,external,internal,allow-web-http
2025-04-06T07:50:25Z,192.168.4.238,fw-collector-02,80,172.217.160.78,external,internal,allow-web-http
2025-04-06T07:50:52Z,192.168.2.190,fw-collector-02,3306,10.0.1.25,database,application,allow-database-access
2025-04-06T07:52:52Z,192.168.2.51,fw-collector-02,25,104.244.42.65,application,database,allow-any-any
2025-04-06T07:52:55Z,192.168.2.18,fw-collector-02,3306,10.0.1.137,database,application,allow-database-access
2025-04-06T07:53:06Z,192.168.4.238,fw-collector-01,443,31.13.72.36,external,internal,allow-web-https
2025-04-06T07:53:26Z,192.168.5.82,fw-collector-01,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-06T07:57:11Z,192.168.2.80,fw-collector-02,3306,10.0.1.191,database,application,allow-database-access
2025-04-06T07:59:26Z,192.168.1.194,fw-collector-02,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-06T08:01:07Z,192.168.2.243,fw-collector-02,3306,10.0.1.153,database,application,allow-database-access
2025-04-06T08:02:50Z,192.168.1.194,fw-collector-03,53,199.232.69.194,external,internal,allow-dns
2025-04-06T08:04:15Z,192.168.5.229,fw-collector-02,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-06T08:06:33Z,192.168.3.31,fw-collector-03,53,104.244.42.65,external,internal,allow-dns
2025-04-06T08:08:01Z,192.168.4.238,fw-collector-01,80,13.107.42.14,dmz,database,allow-any-any
2025-04-06T08:08:37Z,192.168.2.51,fw-collector-03,443,104.244.42.65,external,database,allow-any-any
2025-04-06T08:11:03Z,192.168.2.110,fw-collector-03,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-06T08:12:14Z,192.168.3.68,fw-collector-01,80,199.232.69.194,dmz,application,allow-any-any
2025-04-06T08:12:55Z,192.168.2.179,fw-collector-02,3306,10.0.1.182,database,application,allow-database-access
2025-04-06T08:13:24Z,192.168.2.182,fw-collector-01,3306,10.0.1.149,database,application,allow-database-access
2025-04-06T08:13:36Z,192.168.5.170,fw-collector-03,443,104.244.42.65,external,internal,allow-web-https
2025-04-06T08:13:51Z,192.168.3.68,fw-collector-01,22,10.0.0.119,dmz,internal,allow-ssh
2025-04-06T08:15:33Z,192.168.2.51,fw-collector-02,53,172.217.160.78,dmz,database,allow-any-any
2025-04-06T08:15:44Z,192.168.5.82,fw-collector-03,80,23.185.0.2,external,internal,allow-web-http
2025-04-06T08:15:53Z,192.168.1.114,fw-collector-02,443,151.101.1.69,external,internal,allow-web-https
2025-04-06T08:15:56Z,192.168.4.115,fw-collector-01,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T08:17:02Z,192.168.2.112,fw-collector-03,53,199.232.69.194,external,internal,allow-dns
2025-04-06T08:20:56Z,192.168.3.31,fw-collector-03,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-06T08:21:18Z,192.168.4.88,fw-collector-02,21,151.101.193.69,dmz,internal,allow-any-any
2025-04-06T08:24:06Z,192.168.2.188,fw-collector-03,3306,10.0.1.12,database,application,allow-database-access
2025-04-06T08:26:12Z,192.168.3.68,fw-collector-03,80,142.250.190.46,external,internal,allow-web-http
2025-04-06T08:29:18Z,192.168.1.111,fw-collector-03,80,23.185.0.2,external,internal,allow-web-http
2025-04-06T08:29:36Z,192.168.1.218,fw-collector-01,53,151.101.1.69,external,internal,allow-dns
2025-04-06T08:30:00Z,192.168.5.170,fw-collector-01,80,104.244.42.65,external,internal,allow-web-http
2025-04-06T08:30:06Z,192.168.2.51,fw-collector-02,80,172.217.160.78,external,internal,allow-web-http
2025-04-06T08:30:09Z,192.168.4.115,fw-collector-02,3389,10.0.0.27,dmz,internal,allow-rdp
2025-04-06T08:30:27Z,192.168.2.164,fw-collector-03,3306,10.0.1.119,database,application,allow-database-access
2025-04-06T08:30:31Z,192.168.4.238,fw-collector-01,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-06T08:33:16Z,192.168.2.153,fw-collector-02,3389,151.101.1.69,external,internal,allow-any-any
2025-04-06T08:34:22Z,192.168.3.68,fw-collector-02,53,13.107.42.14,external,internal,allow-dns
2025-04-06T08:36:08Z,192.168.5.229,fw-collector-02,3389,10.0.0.151,dmz,internal,allow-rdp
2025-04-06T08:42:20Z,192.168.5.252,fw-collector-01,53,151.101.1.69,external,internal,allow-dns
2025-04-06T08:42:32Z,192.168.5.82,fw-collector-03,22,10.0.0.25,dmz,internal,allow-ssh
2025-04-06T08:43:38Z,192.168.4.73,fw-collector-01,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-06T08:45:37Z,192.168.3.246,fw-collector-03,443,142.250.190.46,external,internal,allow-web-https
2025-04-06T08:46:12Z,192.168.4.73,fw-collector-03,443,13.107.42.14,external,internal,allow-web-https
2025-04-06T08:48:49Z,192.168.5.170,fw-collector-02,161,199.232.69.194,database,internal,allow-any-any
2025-04-06T08:49:15Z,192.168.1.194,fw-collector-02,80,199.232.69.194,external,internal,allow-web-http
2025-04-06T08:50:30Z,192.168.2.146,fw-collector-02,25,10.0.0.27,internal,application,allow-any-any
2025-04-06T08:50:43Z,192.168.1.194,fw-collector-01,443,199.232.69.194,external,internal,allow-web-https
2025-04-06T08:51:46Z,192.168.5.170,fw-collector-01,53,23.185.0.2,external,internal,allow-dns
2025-04-06T08:51:47Z,192.168.4.115,fw-collector-01,80,199.232.69.194,external,internal,allow-web-http
2025-04-06T08:52:27Z,192.168.2.51,fw-collector-02,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T08:53:01Z,192.168.4.88,fw-collector-02,3389,10.0.0.1,dmz,internal,allow-rdp
2025-04-06T08:55:09Z,192.168.2.112,fw-collector-02,53,13.107.42.14,external,internal,allow-dns
2025-04-06T08:56:21Z,192.168.5.170,fw-collector-03,443,151.101.193.69,external,internal,allow-web-https
2025-04-06T08:57:55Z,192.168.2.110,fw-collector-02,22,10.0.0.149,dmz,application,allow-any-any
2025-04-06T08:59:26Z,192.168.1.111,fw-collector-03,3389,10.0.0.149,dmz,internal,allow-rdp
2025-04-06T09:00:22Z,192.168.1.194,fw-collector-01,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-06T09:00:22Z,192.168.5.252,fw-collector-03,443,104.244.42.65,external,internal,allow-web-https
2025-04-06T09:01:35Z,192.168.2.146,fw-collector-01,53,142.250.190.46,external,internal,allow-dns
2025-04-06T09:01:45Z,192.168.2.153,fw-collector-03,22,10.0.0.1,dmz,internal,allow-ssh
2025-04-06T09:02:29Z,192.168.4.73,fw-collector-03,22,10.0.0.149,dmz,internal,allow-ssh
2025-04-06T09:06:06Z,192.168.2.153,fw-collector-02,3389,10.0.0.149,dmz,internal,allow-rdp
2025-04-06T09:07:40Z,192.168.2.245,fw-collector-01,3306,10.0.1.47,database,application,allow-database-access
2025-04-06T09:09:20Z,192.168.4.73,fw-collector-02,53,142.250.190.46,external,internal,allow-dns
2025-04-06T09:12:22Z,192.168.2.110,fw-collector-03,3389,10.0.0.17,dmz,internal,allow-rdp
2025-04-06T09:12:37Z,192.168.5.82,fw-collector-02,22,10.0.0.32,dmz,internal,allow-ssh
2025-04-06T09:12:38Z,192.168.5.82,fw-collector-03,80,151.101.1.69,external,internal,allow-web-http
2025-04-06T09:13:06Z,192.168.5.229,fw-collector-02,1433,10.0.0.27,application,dmz,allow-any-any
2025-04-06T09:13:08Z,192.168.2.150,fw-collector-02,3306,10.0.1.229,database,application,allow-database-access
2025-04-06T09:13:12Z,192.168.2.153,fw-collector-03,22,10.0.0.27,dmz,internal,allow-ssh
2025-04-06T09:13:24Z,192.168.2.110,fw-collector-03,443,151.101.1.69,external,internal,allow-web-https
